Timestamp;left_eye_origin.x;left_eye_origin.y;left_eye_origin.z;left_eye_gaze.x;left_eye_gaze.y;left_eye_gaze.z;right_eye_origin.x;right_eye_origin.y;right_eye_origin.z;right_eye_gaze.x;right_eye_gaze.y;right_eye_gaze.z;combined_eye_origin.x;combined_eye_origin.y;combined_eye_origin.z;combined_eye_gaze.x;combined_eye_gaze.y;combined_eye_gaze.z;gaze_distance;Target_position.x;Target_position.y;Target_position.z;Target_rotation.x;Target_rotation.y;Target_rotation.z;Target_rotation.w;Main Camera_position.x;Main Camera_position.y;Main Camera_position.z;Main Camera_rotation.x;Main Camera_rotation.y;Main Camera_rotation.z;Main Camera_rotation.w;messages;
36.8963300000;-0.0316493100;-0.0032889100;-0.0192650600;-0.0267486600;-0.2731476000;0.9615936000;0.0284520600;-0.0037512820;-0.0186069300;-0.0738983200;-0.2649689000;0.9614105000;-0.0007541962;-0.0035265960;-0.0189267400;-0.0509948700;-0.2690125000;0.9617767000;0.0000000000;-9.1828210000;1.1930940000;-4.4381760000;-0.0609881700;0.5370162000;0.0389686300;0.8404615000;-8.7130330000;1.4397570000;-3.9632920000;-0.0204574500;0.9090828000;-0.0287706700;-0.4151172000;
36.9185400000;-0.0316494900;-0.0032882690;-0.0192676600;-0.0283966100;-0.2729797000;0.9615936000;0.0284520600;-0.0037508240;-0.0186122000;-0.0744781500;-0.2665710000;0.9609222000;-0.0009267273;-0.0035247200;-0.0189326000;-0.0519714400;-0.2697754000;0.9615021000;0.0000000000;-9.1828210000;1.1930940000;-4.4381760000;-0.0609881700;0.5370162000;0.0389686300;0.8404615000;-8.7130750000;1.4398220000;-3.9632230000;-0.0205724900;0.9089237000;-0.0286771000;-0.4154661000;
36.9406200000;-0.0316509700;-0.0032882690;-0.0192702500;-0.0269775400;-0.2726898000;0.9617157000;0.0284520600;-0.0037499700;-0.0186187900;-0.0745849600;-0.2659302000;0.9610901000;-0.0010588070;-0.0035232700;-0.0189386600;-0.0512237500;-0.2693329000;0.9616699000;0.0000000000;-9.1828210000;1.1930940000;-4.4381760000;-0.0609881700;0.5370162000;0.0389686300;0.8404615000;-8.7131110000;1.4398900000;-3.9631730000;-0.0204857100;0.9087522000;-0.0286765800;-0.4158456000;
36.9628200000;-0.0316518200;-0.0032881470;-0.0192738500;-0.0284118700;-0.2727661000;0.9616547000;0.0284484100;-0.0037492830;-0.0186245900;-0.0763549800;-0.2644958000;0.9613495000;-0.0010910190;-0.0035226290;-0.0189437000;-0.0528106700;-0.2686462000;0.9617767000;0.0000000000;-9.1828210000;1.1930940000;-4.4381760000;-0.0609881700;0.5370162000;0.0389686300;0.8404615000;-8.7131670000;1.4399090000;-3.9632560000;-0.0205598200;0.9086626000;-0.0286304400;-0.4160408000;
36.9856300000;-0.0316526800;-0.0032885130;-0.0192754700;-0.0282592800;-0.2745667000;0.9611359000;0.0284456300;-0.0037488560;-0.0186270000;-0.0769043000;-0.2639618000;0.9614563000;-0.0010497740;-0.0035229190;-0.0189452500;-0.0530548100;-0.2692566000;0.9615936000;0.0000000000;-9.1828210000;1.1930940000;-4.4381760000;-0.0609881700;0.5370162000;0.0389686300;0.8404615000;-8.7132940000;1.4397980000;-3.9633930000;-0.0206867800;0.9087041000;-0.0287470200;-0.4159358000;
37.0073300000;-0.0316571200;-0.0032907410;-0.0192776200;-0.0284729000;-0.2745209000;0.9611511000;0.0284392400;-0.0037456670;-0.0186339300;-0.0760040300;-0.2644806000;0.9613800000;-0.0009508667;-0.0035231940;-0.0189487300;-0.0527801500;-0.2694702000;0.9615479000;0.0000000000;-9.1828210000;1.1930940000;-4.4381760000;-0.0609881700;0.5370162000;0.0389686300;0.8404615000;-8.7133400000;1.4396750000;-3.9635050000;-0.0209078500;0.9087902000;-0.0290533100;-0.4157155000;
37.0295300000;-0.0316663800;-0.0032931980;-0.0192794700;-0.0289764400;-0.2752228000;0.9609375000;0.0284278400;-0.0037447210;-0.0186424400;-0.0745086700;-0.2653503000;0.9612579000;-0.0011982880;-0.0035221250;-0.0189565000;-0.0520782500;-0.2702942000;0.9613647000;0.0000000000;-9.1828210000;1.1930940000;-4.4381760000;-0.0609881700;0.5370162000;0.0389686300;0.8404615000;-8.7133940000;1.4395360000;-3.9636810000;-0.0212031400;0.9088908000;-0.0296601800;-0.4154375000;
37.0516400000;-0.0316703200;-0.0032990880;-0.0192816600;-0.0284118700;-0.2748566000;0.9610596000;0.0284180000;-0.0037441410;-0.0186494100;-0.0742340100;-0.2641602000;0.9616089000;-0.0014221340;-0.0035231170;-0.0189633900;-0.0514984100;-0.2695465000;0.9615936000;0.0000000000;-9.1828210000;1.1930940000;-4.4381760000;-0.0609881700;0.5370162000;0.0389686300;0.8404615000;-8.7133590000;1.4394500000;-3.9638460000;-0.0213485200;0.9090698000;-0.0303387500;-0.4149893000;
37.0739000000;-0.0316735400;-0.0033020170;-0.0192840000;-0.0278472900;-0.2735901000;0.9614258000;0.0284134800;-0.0037425230;-0.0186575300;-0.0755920400;-0.2639465000;0.9615631000;-0.0014915770;-0.0035232850;-0.0189693200;-0.0518493700;-0.2688293000;0.9617767000;0.0000000000;-9.1828210000;1.1930940000;-4.4381760000;-0.0609881700;0.5370162000;0.0389686300;0.8404615000;-8.7134060000;1.4394000000;-3.9639350000;-0.0211508900;0.9093106000;-0.0306173600;-0.4144509000;
37.0960600000;-0.0316757500;-0.0033022310;-0.0192862200;-0.0273742700;-0.2731171000;0.9615784000;0.0284134800;-0.0037424780;-0.0186679800;-0.0755310100;-0.2646179000;0.9613800000;-0.0015429080;-0.0035229950;-0.0189762000;-0.0515289300;-0.2689362000;0.9617767000;0.0000000000;-9.1828210000;1.1930940000;-4.4381760000;-0.0609881700;0.5370162000;0.0389686300;0.8404615000;-8.7135140000;1.4393150000;-3.9640960000;-0.0209844100;0.9095232000;-0.0308266400;-0.4139772000;
37.1186300000;-0.0316757500;-0.0033022310;-0.0192863800;-0.0273742700;-0.2728119000;0.9616699000;0.0284134800;-0.0037389680;-0.0186710700;-0.0746917700;-0.2645874000;0.9614563000;-0.0015841680;-0.0035209350;-0.0189782400;-0.0510864300;-0.2687683000;0.9618378000;0.0000000000;-9.1828210000;1.1930940000;-4.4381760000;-0.0609881700;0.5370162000;0.0389686300;0.8404615000;-8.7135020000;1.4392460000;-3.9641820000;-0.0208108600;0.9096476000;-0.0311525100;-0.4136878000;
